customer_id,qtt_order,total_spent,last_order
51,89,344039.83,2022-06-11 23:00:00
52,71,218070.06,2022-03-07 05:00:00
53,39,134554.67,2022-09-30 02:00:00
54,70,80267.45,2022-05-13 19:00:00
55,62,175580.95,2022-02-09 00:00:00
56,36,585462.42,2022-03-20 10:00:00
57,87,16210.42,2022-05-05 01:00:00
58,16,6012.52,2022-08-17 22:00:00
59,25,132197.93,2022-07-29 10:00:00
60,85,398786.51,2022-08-17 23:00:00
61,59,65916.49,2022-05-20 06:00:00
62,47,577259.4,2022-12-04 05:00:00
63,15,228934.87,2022-03-12 00:00:00
64,123,11297.98,2021-12-30 13:00:00
65,65,76164.66,2022-04-15 16:00:00
66,240,124037.29,2022-03-01 05:00:00
67,244,941873.27,2022-07-04 17:00:00
68,67,206917.55,2022-08-07 11:00:00
69,92,5229.93,2022-04-24 21:00:00
70,122,423897.56,2022-11-07 19:00:00
71,74,165635.9,2022-02-28 09:00:00
72,107,54750.46,2022-02-09 02:00:00
73,70,119442.71,2022-04-26 20:00:00
74,15,189340.47,2022-10-15 09:00:00
75,12,49545.98,2022-02-15 05:00:00
76,30,60472.35,2022-04-11 15:00:00
77,14,243016.8,2022-03-30 23:00:00
78,14,10841.23,2022-08-07 09:00:00
79,498,634792.27,2022-07-28 02:00:00
80,26,78016.56,2022-03-17 12:00:00
81,19,51209.78,2022-08-18 06:00:00
82,30,1102450.89,2022-09-06 16:00:00
83,94,225984.7,2022-08-29 05:00:00
84,109,5193.8,2022-02-28 23:00:00
85,67,23811.14,2022-09-16 14:00:00
86,48,294874.62,2022-05-10 23:00:00
87,6,69978.56,2022-10-02 13:00:00
88,12,280787.63,2022-04-14 01:00:00
89,443,1221343.08,2022-09-27 04:00:00
90,121,48004.12,2022-03-20 06:00:00
91,19,204389.58,2022-08-25 17:00:00
92,36,279044.29,2022-11-26 13:00:00
93,33,3806.3,2022-01-22 08:00:00
94,692,918086.75,2022-10-09 05:00:00
95,41,260114.15,2022-09-09 02:00:00
96,173,36962.45,2022-04-19 03:00:00
97,31,339096.54,2022-11-17 18:00:00
98,8,47488.47,2022-03-17 06:00:00
99,85,2688.78,2022-01-30 16:00:00
100,59,26260.98,2022-03-20 22:00:00
101,80,68601.51,2022-04-02 21:00:00
102,154,475392.43,2022-03-05 02:00:00
103,21,743794.5,2022-10-10 01:00:00
104,73,218948.78,2022-04-06 21:00:00
105,79,200587.46,2022-01-25 19:00:00
106,32,47999.79,2022-02-23 20:00:00
107,6,269712.43,2022-04-08 13:00:00
108,398,197369.71,2022-02-19 15:00:00
109,4,75313.85,2022-01-16 15:00:00
110,133,15888.43,2022-04-02 18:00:00
111,146,1072747.12,2022-01-05 04:00:00
112,27,369467.73,2022-03-29 04:00:00
113,15,287091.66,2022-08-29 21:00:00
114,54,436851.49,2021-12-20 21:00:00
115,12,14622.57,2022-07-20 05:00:00
116,22,69199.81,2022-01-25 07:00:00
117,26,250876.86,2022-03-19 03:00:00
118,485,708186.06,2022-08-06 08:00:00
119,45,84112.06,2022-10-08 22:00:00
120,6,296700.09,2022-10-21 23:00:00
121,548,109599.93,2022-12-19 17:00:00
122,19,36530.18,2022-02-08 04:00:00
123,19,297930.18,2022-06-22 14:00:00
124,8,83971.0,2022-03-08 07:00:00
125,7,12789.35,2022-05-01 16:00:00
126,63,147938.69,2022-03-27 16:00:00
127,118,49792.38,2022-05-14 05:00:00
128,82,780065.1,2022-10-01 14:00:00
129,90,112196.12,2022-05-04 22:00:00
130,19,181475.87,2022-08-24 07:00:00
131,73,104569.89,2022-05-24 21:00:00
132,32,156347.82,2022-03-05 06:00:00
133,20,111968.21,2022-08-26 09:00:00
134,7,230696.95,2022-10-14 04:00:00
135,107,226813.06,2022-08-09 23:00:00
136,47,41061.81,2022-03-11 08:00:00
137,2,203955.39,2022-01-11 22:00:00
138,131,113124.57,2022-10-20 22:00:00
139,182,113257.66,2022-09-14 11:00:00
140,50,155136.6,2022-07-25 23:00:00
141,1,22288.01,2022-03-21 11:00:00
142,293,14955.99,2022-10-12 01:00:00
143,87,464328.27,2022-08-18 06:00:00
144,4,64557.08,2022-01-09 06:00:00
145,110,499508.8,2022-10-18 05:00:00
146,7,69956.08,2022-04-07 19:00:00
147,31,225004.8,2022-05-27 21:00:00
148,35,186251.32,2022-02-19 06:00:00
149,8,709878.46,2022-04-02 10:00:00
150,38,468951.69,2022-10-20 08:00:00
151,28,377881.53,2022-10-31 23:00:00
152,34,10526.63,2022-05-04 06:00:00
153,45,749593.57,2022-02-15 22:00:00
154,15,227430.65,2022-10-08 12:00:00
155,62,94531.74,2022-06-23 01:00:00
156,54,125771.26,2022-07-29 15:00:00
157,27,222050.94,2022-01-08 11:00:00
158,416,94137.95,2022-03-23 05:00:00
159,129,440911.0,2022-09-23 11:00:00
160,107,48402.71,2022-11-16 15:00:00
161,116,718945.61,2022-02-17 13:00:00
162,31,86836.85,2022-03-14 08:00:00
163,104,212314.13,2022-07-08 01:00:00
164,3,614558.24,2022-02-08 13:00:00
165,335,371879.23,2022-02-16 16:00:00
166,26,106679.12,2022-08-12 23:00:00
167,63,107921.36,2022-06-24 05:00:00
168,133,86669.55,2022-07-22 19:00:00
169,69,527096.29,2022-02-17 14:00:00
170,89,496778.15,2022-08-30 02:00:00
171,59,327323.24,2022-04-27 23:00:00
172,172,65357.13,2022-04-15 08:00:00
173,603,313865.65,2022-06-02 04:00:00
174,112,232385.93,2022-07-09 07:00:00
175,26,105803.22,2022-10-21 16:00:00
176,70,166531.69,2022-11-20 17:00:00
177,14,141156.77,2022-07-16 02:00:00
178,101,351818.43,2022-04-28 02:00:00
179,53,313536.71,2022-03-25 12:00:00
180,6,50907.53,2022-07-15 08:00:00
181,35,21747.06,2022-07-17 00:00:00
182,314,196700.9,2022-03-01 12:00:00
183,69,72548.62,2022-10-06 21:00:00
184,9,10423.67,2022-09-18 06:00:00
185,53,113480.35,2022-07-03 16:00:00
186,17,17148.34,2022-01-24 06:00:00
187,179,240869.0,2022-03-22 21:00:00
188,28,40037.32,2022-06-09 15:00:00
189,557,190841.75,2022-08-13 08:00:00
190,118,166316.91,2022-03-23 00:00:00
191,27,34262.97,2022-06-02 12:00:00
192,309,327192.47,2022-04-13 03:00:00
193,5,251606.2,2022-05-21 20:00:00
194,107,345933.81,2022-06-02 04:00:00
195,12,972.47,2022-02-06 05:00:00
196,101,287213.36,2022-10-02 20:00:00
197,92,800395.53,2022-06-06 07:00:00
198,96,646221.17,2022-05-10 04:00:00
199,242,52927.68,2022-09-28 16:00:00
200,121,1358877.49,2022-03-31 18:00:00
201,13,138868.12,2022-05-25 08:00:00
202,17,183443.08,2022-05-19 01:00:00
203,175,81567.26,2022-07-10 12:00:00
204,77,248839.36,2022-06-23 05:00:00
205,229,122254.64,2022-10-06 10:00:00
206,60,175726.09,2022-06-10 19:00:00
207,3,261697.08,2022-03-26 00:00:00
208,15,6767.0,2022-01-19 08:00:00
209,51,411715.06,2022-05-14 17:00:00
210,4,620.88,2021-12-29 03:00:00
211,19,31766.72,2022-01-14 06:00:00
212,35,166418.77,2022-04-06 13:00:00
213,48,153389.52,2022-07-02 03:00:00
214,95,88125.17,2022-01-24 19:00:00
215,222,111851.38,2022-06-26 18:00:00
216,147,1182122.1,2022-03-26 01:00:00
217,380,850320.29,2022-04-20 16:00:00
218,32,277924.44,2022-02-21 09:00:00
219,9,109523.77,2022-02-21 17:00:00
220,12,31798.05,2022-02-10 01:00:00
221,118,653416.94,2022-03-12 20:00:00
222,22,56974.25,2022-05-02 21:00:00
223,27,7156.32,2022-03-27 04:00:00
224,37,29701.98,2022-09-02 07:00:00
225,333,131233.47,2022-06-05 21:00:00
226,317,480093.66,2022-03-12 10:00:00
227,127,594937.51,2022-11-07 22:00:00
228,83,7343.96,2022-06-09 23:00:00
229,4,34358.11,2022-05-10 13:00:00
230,20,95472.8,2022-08-06 08:00:00
231,301,75538.82,2022-08-15 01:00:00
232,14,92181.65,2022-04-23 06:00:00
233,12,2396.51,2022-03-04 15:00:00
234,113,308382.97,2022-12-04 20:00:00
235,153,56604.26,2022-03-31 07:00:00
236,13,240995.75,2022-10-12 08:00:00
237,44,123628.06,2022-01-20 08:00:00
238,80,264498.14,2022-10-07 23:00:00
239,74,91353.5,2022-09-14 10:00:00
240,65,2645.53,2022-04-15 08:00:00
241,52,100369.23,2022-09-22 10:00:00
242,6,187585.57,2022-04-18 11:00:00
243,20,917557.1,2022-03-23 17:00:00
244,108,166886.29,2022-03-04 00:00:00
245,57,20208.01,2022-01-28 15:00:00
246,95,310019.25,2022-08-06 02:00:00
247,134,1089601.28,2022-04-30 09:00:00
248,4,2608.52,2022-05-18 01:00:00
249,5,293764.31,2022-06-21 03:00:00
250,57,403329.02,2022-07-09 13:00:00
251,26,116388.99,2022-06-26 01:00:00
252,5,17615.38,2022-04-14 11:00:00
253,331,313525.28,2022-08-26 23:00:00
254,25,208734.73,2022-03-05 05:00:00
255,129,37276.1,2022-10-07 17:00:00
256,34,86833.19,2022-09-23 15:00:00
257,59,31652.41,2022-10-05 16:00:00
258,24,29583.08,2022-04-07 02:00:00
259,168,191390.56,2022-06-25 11:00:00
260,32,201469.14,2022-05-18 04:00:00
261,85,169679.23,2022-05-04 22:00:00
262,5,319367.18,2022-09-14 10:00:00
263,8,63644.18,2022-05-21 21:00:00
264,2,28719.12,2022-03-30 22:00:00
265,158,108815.73,2022-10-23 09:00:00
266,218,380113.3,2022-04-14 11:00:00
267,50,249034.03,2022-02-06 01:00:00
268,65,3042.39,2022-11-11 13:00:00
269,269,11433.23,2022-07-17 21:00:00
270,398,298874.97,2022-05-12 09:00:00
271,50,504717.04,2022-08-04 18:00:00
272,570,395518.78,2022-05-13 16:00:00
273,82,591112.11,2022-03-14 07:00:00
274,7,149026.92,2022-08-08 08:00:00
275,12,85270.68,2022-01-20 21:00:00
276,222,151836.39,2022-04-02 05:00:00
277,82,83939.16,2022-10-19 15:00:00
278,46,3638.84,2022-09-09 19:00:00
279,191,311542.09,2022-02-22 15:00:00
280,119,555884.75,2022-05-20 14:00:00
281,103,225909.43,2022-04-28 13:00:00
282,96,144370.72,2022-05-21 16:00:00
283,149,44207.5,2022-10-05 14:00:00
284,40,225877.03,2022-03-14 14:00:00
285,120,782890.38,2022-08-22 22:00:00
286,42,234313.28,2022-05-08 06:00:00
287,47,309085.14,2022-08-30 06:00:00
288,44,344527.53,2022-11-05 18:00:00
289,56,169154.68,2022-07-24 06:00:00
290,24,161157.17,2022-02-04 04:00:00
291,91,61555.24,2022-02-21 15:00:00
292,65,60195.5,2022-03-28 08:00:00
293,29,157273.51,2022-07-27 09:00:00
294,35,209861.83,2022-10-23 19:00:00
295,53,43083.1,2022-01-13 08:00:00
296,45,97473.89,2022-04-08 11:00:00
297,85,329004.86,2022-10-29 21:00:00
298,5,325179.07,2022-02-22 23:00:00
299,283,266447.23,2022-09-06 22:00:00
300,8,212057.67,2022-09-02 04:00:00
301,48,311035.61,2022-06-15 10:00:00
302,381,893183.96,2022-10-29 14:00:00
303,108,360252.17,2022-12-09 21:00:00
304,308,59531.48,2022-03-17 04:00:00
305,41,352501.49,2022-10-17 06:00:00
306,64,174622.58,2022-12-05 06:00:00
307,3,119302.12,2022-02-06 04:00:00
308,9,417075.18,2022-04-24 14:00:00
309,66,335810.93,2022-01-21 03:00:00
310,29,63331.84,2022-04-28 20:00:00
311,14,59072.62,2022-04-07 05:00:00
312,68,232256.61,2022-02-07 20:00:00
313,65,446877.38,2022-06-05 23:00:00
314,96,212721.03,2022-10-13 00:00:00
315,217,242503.53,2022-05-01 01:00:00
316,160,373070.23,2022-09-18 19:00:00
317,22,148665.25,2022-03-13 01:00:00
318,169,320236.36,2022-10-13 12:00:00
319,32,55250.84,2022-02-10 21:00:00
320,252,249381.18,2022-05-04 09:00:00
321,36,158023.66,2022-09-16 10:00:00
322,88,250223.94,2022-02-06 23:00:00
323,99,303414.31,2022-02-27 16:00:00
324,335,309172.26,2022-12-29 23:00:00
325,65,105693.18,2022-09-17 03:00:00
326,23,116546.72,2022-08-14 12:00:00
327,124,121219.79,2022-02-06 03:00:00
328,220,269091.17,2022-10-03 15:00:00
329,49,8444.05,2022-06-06 20:00:00
330,103,239402.91,2022-02-28 22:00:00
331,56,79538.77,2022-04-13 01:00:00
332,26,128975.45,2022-08-20 07:00:00
333,911,1073366.81,2022-07-01 22:00:00
334,147,294470.41,2022-06-29 00:00:00
335,40,83996.99,2022-05-07 07:00:00
336,151,132133.42,2022-07-23 10:00:00
337,57,78363.57,2022-01-12 21:00:00
338,683,454253.93,2022-07-06 07:00:00
339,40,203839.5,2022-05-02 06:00:00
340,27,496452.71,2022-10-01 08:00:00
341,66,14628.39,2022-04-16 14:00:00
342,7,16643.88,2022-11-17 16:00:00
343,6,107296.36,2022-03-08 15:00:00
344,238,12273.67,2022-05-15 10:00:00
345,164,129719.08,2022-06-22 06:00:00
346,53,90152.94,2022-03-30 04:00:00
347,43,2182.77,2022-07-20 03:00:00
348,40,38613.22,2022-06-26 13:00:00
349,43,137312.85,2022-04-12 14:00:00
350,9,34836.76,2022-01-29 19:00:00
351,3,124865.92,2022-01-24 15:00:00
352,43,147032.81,2022-09-25 00:00:00
353,568,1138945.1,2022-11-30 22:00:00
354,35,36958.63,2022-10-07 03:00:00
355,26,13795.7,2022-10-06 09:00:00
356,32,47117.18,2022-09-04 06:00:00
357,31,132283.9,2022-09-11 05:00:00
358,86,150677.3,2022-11-15 21:00:00
359,67,11824.06,2022-04-07 09:00:00
360,23,32380.41,2022-02-24 08:00:00
361,146,250183.98,2022-01-13 18:00:00
362,23,33848.26,2022-05-22 07:00:00
363,23,332604.51,2022-08-02 00:00:00
364,89,97037.2,2022-02-14 20:00:00
365,81,189281.25,2022-10-17 01:00:00
366,38,39274.05,2022-04-12 00:00:00
367,21,121849.16,2022-08-27 19:00:00
368,83,985946.32,2022-06-10 02:00:00
369,78,102866.75,2022-04-14 16:00:00
370,217,88753.82,2022-04-19 22:00:00
371,95,99329.5,2022-06-24 18:00:00
372,37,10270.57,2022-10-25 04:00:00
373,54,73320.31,2022-08-05 23:00:00
374,278,196764.8,2022-07-17 03:00:00
375,263,66232.56,2022-03-13 21:00:00
376,61,836349.83,2022-08-14 15:00:00
377,61,463551.76,2022-08-19 13:00:00
378,168,101839.81,2022-06-23 19:00:00
379,84,50147.03,2022-01-23 22:00:00
380,156,124619.08,2022-01-15 15:00:00
381,195,301401.82,2022-09-12 00:00:00
382,8,16588.48,2022-10-02 07:00:00
383,279,1034523.7,2022-09-05 20:00:00
384,53,66140.55,2022-06-19 18:00:00
385,85,851156.27,2022-04-29 00:00:00
386,9,29407.26,2022-10-15 19:00:00
387,35,109284.23,2022-09-10 14:00:00
388,198,608052.85,2022-05-25 18:00:00
389,13,93764.65,2022-06-24 01:00:00
390,48,359900.13,2022-01-31 04:00:00
391,1076,438870.24,2022-03-13 06:00:00
392,220,133322.6,2022-08-03 11:00:00
393,8,4259.42,2022-05-11 07:00:00
394,37,69378.21,2022-01-27 05:00:00
395,6,20795.0,2022-04-22 05:00:00
396,225,218973.82,2022-05-17 16:00:00
397,23,255160.65,2022-01-07 17:00:00
398,32,96412.94,2022-06-20 06:00:00
399,76,162466.76,2022-03-02 04:00:00
400,6,7029.54,2022-01-09 16:00:00
401,53,56467.9,2022-11-12 11:00:00
402,307,764090.32,2022-08-21 17:00:00
403,126,101917.59,2022-10-14 07:00:00
404,374,211954.63,2022-06-26 08:00:00
405,73,43551.81,2022-11-17 18:00:00
406,40,170171.96,2022-07-30 17:00:00
407,57,90365.37,2022-06-29 19:00:00
408,171,142297.86,2022-04-06 12:00:00
409,82,80827.73,2022-09-20 12:00:00
410,187,14797.7,2022-03-13 03:00:00
411,78,18382.65,2022-09-03 11:00:00
412,191,774187.18,2022-03-03 21:00:00
413,5,182077.1,2022-07-06 05:00:00
414,62,49053.14,2022-03-14 16:00:00
415,86,13382.17,2022-03-02 19:00:00
416,93,124629.36,2022-08-27 10:00:00
417,97,533546.73,2022-01-12 06:00:00
418,22,251036.07,2022-02-11 01:00:00
419,56,791640.16,2022-07-11 04:00:00
420,67,406104.38,2022-05-27 10:00:00
421,30,31764.89,2022-10-08 21:00:00
422,30,228924.64,2022-03-17 04:00:00
423,42,54779.62,2021-12-29 00:00:00
424,28,34795.5,2022-07-11 00:00:00
425,48,270734.56,2022-09-24 04:00:00
426,26,149923.91,2022-01-28 09:00:00
427,2,501183.88,2022-02-03 12:00:00
428,101,16976.1,2022-10-24 08:00:00
429,21,510909.16,2022-08-16 20:00:00
430,145,838333.18,2022-09-19 03:00:00
431,24,72928.83,2022-09-15 13:00:00
432,64,237963.38,2022-09-27 06:00:00
433,13,272069.59,2022-07-07 02:00:00
434,260,128165.02,2022-07-19 21:00:00
435,149,146235.39,2022-06-24 13:00:00
436,4,24619.68,2022-08-11 10:00:00
437,224,284080.94,2022-04-30 22:00:00
438,19,33557.23,2022-01-24 10:00:00
439,62,225610.63,2022-04-04 00:00:00
440,21,511426.27,2022-12-24 15:00:00
441,34,397473.51,2022-10-14 21:00:00
442,61,11456.53,2022-05-18 14:00:00
443,98,403927.13,2022-03-31 15:00:00
444,38,132788.01,2022-09-21 19:00:00
445,6,110831.71,2022-05-22 23:00:00
446,7,57378.66,2022-02-09 12:00:00
447,83,245340.83,2022-06-18 11:00:00
448,177,765507.38,2022-07-17 08:00:00
449,80,38936.26,2022-04-13 21:00:00
450,58,29210.43,2022-12-01 08:00:00
451,57,6342.66,2022-08-06 12:00:00
452,621,85759.64,2022-06-03 04:00:00
453,8,82904.05,2022-01-18 03:00:00
454,86,52222.1,2022-02-21 09:00:00
455,128,700071.14,2022-06-18 01:00:00
456,298,133623.11,2022-07-22 09:00:00
457,65,89025.89,2022-09-19 05:00:00
458,4,21641.55,2022-06-27 00:00:00
459,101,19706.88,2022-05-20 16:00:00
460,70,128045.96,2022-11-03 18:00:00
461,113,320975.33,2022-07-09 13:00:00
462,14,122886.51,2022-01-25 19:00:00
463,49,210411.48,2022-07-11 11:00:00
464,177,233950.72,2022-06-20 17:00:00
465,76,175484.3,2022-10-13 13:00:00
466,122,359267.05,2022-06-19 06:00:00
467,9,219773.31,2022-07-08 05:00:00
468,193,66094.17,2022-11-22 00:00:00
469,69,628377.9,2022-08-24 12:00:00
470,34,47629.37,2022-08-29 17:00:00
471,106,524626.09,2022-10-26 03:00:00
472,66,237976.9,2022-09-02 02:00:00
473,114,583661.81,2022-08-01 08:00:00
474,51,64589.72,2022-10-30 19:00:00
475,3,19164.33,2022-01-08 22:00:00
476,40,629079.88,2022-01-27 17:00:00
477,104,235763.03,2022-08-26 13:00:00
478,50,903310.18,2022-06-09 17:00:00
479,617,831179.49,2022-03-20 05:00:00
480,3,224149.29,2022-04-24 12:00:00
481,47,69778.33,2023-01-11 15:00:00
482,101,48234.96,2022-11-05 13:00:00
483,52,717265.05,2022-07-10 17:00:00
484,27,103885.32,2022-03-06 05:00:00
485,18,121815.43,2022-07-13 00:00:00
486,61,82004.26,2022-08-31 00:00:00
487,623,843512.28,2022-03-27 01:00:00
488,9,183983.57,2022-06-12 17:00:00
489,19,7231.49,2022-05-26 11:00:00
490,463,467408.76,2022-07-04 14:00:00
491,582,105181.34,2022-10-15 12:00:00
492,20,44979.14,2022-04-01 05:00:00
493,84,241455.3,2022-07-18 10:00:00
494,16,245172.21,2022-11-05 00:00:00
495,136,116257.33,2022-10-02 04:00:00
496,140,207578.13,2022-05-03 05:00:00
497,30,243613.26,2022-08-06 11:00:00
498,318,196092.74,2022-05-07 16:00:00
499,214,128767.68,2022-08-28 14:00:00
500,39,246946.25,2022-05-13 20:00:00
501,21,371827.61,2022-05-25 10:00:00
502,7,39510.45,2022-09-20 09:00:00
503,16,8255.36,2022-04-28 08:00:00
504,117,11377.35,2022-04-04 10:00:00
505,60,847235.19,2022-11-03 07:00:00
506,162,233011.74,2022-06-16 09:00:00
507,80,66472.87,2022-09-28 07:00:00
508,18,65026.3,2022-04-17 09:00:00
509,63,361367.98,2022-05-21 21:00:00
510,108,630615.45,2022-08-02 02:00:00
511,10,92654.58,2022-01-13 12:00:00
512,102,202251.06,2022-11-02 13:00:00
513,13,206176.0,2022-06-10 23:00:00
514,68,125939.25,2022-09-12 16:00:00
515,101,14303.53,2022-04-07 00:00:00
516,72,117825.82,2022-09-16 09:00:00
517,74,73732.7,2022-01-01 03:00:00
518,41,215378.34,2022-05-27 00:00:00
519,56,166632.59,2022-10-20 18:00:00
520,82,332799.82,2022-08-30 16:00:00
521,48,99351.06,2022-11-03 07:00:00
522,449,210879.22,2022-06-18 20:00:00
523,67,74190.29,2022-09-16 10:00:00
524,189,53385.27,2022-04-18 02:00:00
525,78,206776.59,2022-10-17 10:00:00
526,34,837251.27,2022-05-28 09:00:00
527,99,135609.62,2022-07-06 14:00:00
528,3,3109.42,2022-01-24 18:00:00
529,11,225065.54,2022-03-27 20:00:00
530,0,181911.38,2022-02-10 16:00:00
531,30,99281.18,2022-07-19 00:00:00
532,41,322840.3,2022-01-27 18:00:00
533,16,166106.2,2022-04-25 05:00:00
534,80,9459.37,2022-02-10 09:00:00
535,7,26313.3,2022-02-14 00:00:00
536,51,680313.75,2022-02-02 15:00:00
537,48,42367.46,2022-10-15 23:00:00
538,38,248554.76,2022-02-09 09:00:00
539,69,96927.14,2022-07-01 08:00:00
540,21,312388.37,2022-08-21 06:00:00
541,19,113865.37,2022-03-17 20:00:00
542,219,1442237.27,2022-03-18 10:00:00
543,38,396879.75,2022-01-18 01:00:00
544,55,278862.99,2022-09-07 19:00:00
545,30,193063.23,2022-03-22 15:00:00
546,99,32707.64,2021-12-27 22:00:00
547,165,48319.5,2022-10-21 07:00:00
548,280,47852.94,2022-08-01 02:00:00
549,41,57380.25,2022-03-26 14:00:00
550,131,372355.29,2021-12-27 01:00:00
551,23,75934.89,2022-12-02 02:00:00
552,28,150944.75,2022-01-29 00:00:00
553,13,409778.92,2022-11-19 01:00:00
554,25,111530.5,2022-10-22 09:00:00
555,10,352028.44,2022-08-23 22:00:00
556,114,491716.37,2022-10-19 20:00:00
557,14,280599.64,2022-08-23 02:00:00
558,132,277635.57,2022-08-02 08:00:00
559,19,43319.22,2022-11-21 00:00:00
560,74,307048.28,2022-05-12 17:00:00
561,29,217971.96,2023-01-13 11:00:00
562,67,399138.41,2022-09-11 14:00:00
563,152,125888.61,2022-11-13 00:00:00
564,146,218476.94,2022-03-17 10:00:00
565,34,93647.07,2022-05-20 20:00:00
566,135,763120.02,2022-11-28 10:00:00
567,57,14467.14,2022-03-06 23:00:00
568,3,55818.1,2022-05-26 23:00:00
569,1,91406.97,2022-01-24 00:00:00
570,25,286523.42,2022-06-13 10:00:00
571,31,78925.71,2022-03-19 19:00:00
572,79,110617.72,2022-03-31 13:00:00
573,71,11990.62,2022-01-23 04:00:00
574,39,170011.33,2022-05-01 00:00:00
575,12,13004.47,2022-04-04 00:00:00
576,36,246030.18,2022-02-21 10:00:00
577,151,437429.32,2022-03-06 18:00:00
578,382,858578.85,2022-02-23 14:00:00
579,128,19143.79,2022-01-18 00:00:00
580,21,15540.19,2022-03-11 11:00:00
581,63,67542.86,2022-09-19 20:00:00
582,160,126786.87,2022-07-10 12:00:00
583,148,51287.38,2022-03-20 10:00:00
584,17,30454.89,2022-02-21 12:00:00
585,21,48506.96,2022-08-20 23:00:00
586,59,33644.06,2022-08-10 09:00:00
587,118,180551.83,2022-07-26 20:00:00
588,10,19919.43,2021-12-30 12:00:00
589,16,215089.27,2022-02-26 01:00:00
590,139,103382.31,2022-10-02 20:00:00
591,41,215252.06,2022-10-12 07:00:00
592,5,62177.87,2022-09-10 11:00:00
593,26,53119.98,2022-09-20 20:00:00
594,158,833214.55,2022-04-20 07:00:00
595,14,296620.24,2022-03-03 19:00:00
596,390,174394.92,2022-05-31 22:00:00
597,12,186426.87,2022-04-25 02:00:00
598,44,57210.36,2022-10-23 14:00:00
599,171,9444.26,2022-02-21 07:00:00
600,40,99097.78,2022-06-15 16:00:00
601,18,297757.2,2022-06-03 13:00:00
602,70,549178.1,2022-06-06 18:00:00
603,50,16847.12,2022-02-03 00:00:00
604,16,161083.37,2022-04-27 09:00:00
605,19,30965.95,2022-09-26 10:00:00
606,300,671572.46,2022-07-21 17:00:00
607,18,312269.22,2022-04-13 09:00:00
608,63,301675.99,2022-10-20 20:00:00
609,103,25738.1,2022-03-12 05:00:00
610,52,221619.48,2022-05-03 03:00:00
611,239,165498.88,2022-02-15 07:00:00
612,9,10328.78,2021-12-30 10:00:00
613,94,578694.63,2022-08-05 11:00:00
614,39,17930.47,2022-05-07 14:00:00
615,108,945415.93,2022-10-27 09:00:00
616,55,63587.11,2022-05-27 10:00:00
617,113,209307.66,2022-09-23 09:00:00
618,96,539185.9,2022-04-28 01:00:00
619,5,59616.92,2022-08-31 21:00:00
620,7,126229.8,2022-07-12 01:00:00
621,48,90790.58,2022-04-01 15:00:00
622,4,140272.35,2022-11-03 20:00:00
623,8,101498.94,2022-03-30 22:00:00
624,132,11213.18,2022-07-10 08:00:00
625,599,145990.05,2022-05-16 22:00:00
626,15,102776.31,2022-07-23 10:00:00
627,22,28409.01,2022-08-06 11:00:00
628,129,97925.04,2022-04-13 04:00:00
629,23,475928.96,2022-07-30 11:00:00
630,40,38623.35,2022-10-10 12:00:00
631,91,206055.95,2022-10-19 09:00:00
632,207,208795.9,2022-08-22 18:00:00
633,324,743161.86,2022-04-03 09:00:00
